Source;Target;Type;Weight
680;244;Undirected;1
577;561;Undirected;1
17;61;Undirected;1
200;139;Undirected;1
953;112;Undirected;1
698;84;Undirected;1
699;715;Undirected;1
446;477;Undirected;1
523;539;Undirected;1
649;667;Undirected;1
518;513;Undirected;1
215;651;Undirected;1
249;236;Undirected;1
503;409;Undirected;1
723;773;Undirected;1
320;170;Undirected;1
658;638;Undirected;1
844;875;Undirected;1
468;876;Undirected;1
237;266;Undirected;1
136;190;Undirected;1
816;719;Undirected;1
166;136;Undirected;1
702;920;Undirected;1
355;309;Undirected;1
845;924;Undirected;1
402;411;Undirected;1
488;441;Undirected;1
189;479;Undirected;1
961;992;Undirected;1
222;588;Undirected;1
469;485;Undirected;1
772;264;Undirected;1
383;320;Undirected;1
988;350;Undirected;1
93;74;Undirected;1
739;777;Undirected;1
167;169;Undirected;1
855;697;Undirected;1
524;556;Undirected;1
762;324;Undirected;1
634;610;Undirected;1
821;868;Undirected;1
927;961;Undirected;1
806;437;Undirected;1
322;464;Undirected;1
72;41;Undirected;1
919;363;Undirected;1
2;405;Undirected;1
209;874;Undirected;1
455;478;Undirected;1
482;410;Undirected;1
136;185;Undirected;1
231;858;Undirected;1
275;222;Undirected;1
924;587;Undirected;1
900;846;Undirected;1
191;294;Undirected;1
776;760;Undirected;1
73;759;Undirected;1
600;583;Undirected;1
667;621;Undirected;1
863;894;Undirected;1
913;997;Undirected;1
94;38;Undirected;1
630;997;Undirected;1
819;186;Undirected;1
271;74;Undirected;1
321;378;Undirected;1
849;890;Undirected;1
492;61;Undirected;1
456;680;Undirected;1
802;635;Undirected;1
800;731;Undirected;1
996;486;Undirected;1
719;708;Undirected;1
686;21;Undirected;1
290;283;Undirected;1
920;970;Undirected;1
1;606;Undirected;1
915;879;Undirected;1
746;88;Undirected;1
943;980;Undirected;1
166;197;Undirected;1
930;901;Undirected;1
449;469;Undirected;1
814;412;Undirected;1
883;49;Undirected;1
717;709;Undirected;1
270;300;Undirected;1
374;383;Undirected;1
135;317;Undirected;1
655;718;Undirected;1
304;11;Undirected;1
622;679;Undirected;1
448;409;Undirected;1
742;78;Undirected;1
714;861;Undirected;1
410;32;Undirected;1
969;932;Undirected;1
791;798;Undirected;1
276;143;Undirected;1
41;398;Undirected;1
97;94;Undirected;1
187;131;Undirected;1
189;945;Undirected;1
822;837;Undirected;1
550;20;Undirected;1
509;454;Undirected;1
238;694;Undirected;1
669;524;Undirected;1
736;725;Undirected;1
522;506;Undirected;1
942;981;Undirected;1
317;397;Undirected;1
615;657;Undirected;1
411;780;Undirected;1
134;145;Undirected;1
681;981;Undirected;1
302;308;Undirected;1
868;881;Undirected;1
565;575;Undirected;1
897;642;Undirected;1
596;869;Undirected;1
456;134;Undirected;1
342;256;Undirected;1
834;874;Undirected;1
39;100;Undirected;1
53;901;Undirected;1
450;405;Undirected;1
87;811;Undirected;1
503;598;Undirected;1
649;660;Undirected;1
634;685;Undirected;1
693;234;Undirected;1
586;8;Undirected;1
982;499;Undirected;1
193;189;Undirected;1
873;689;Undirected;1
962;872;Undirected;1
195;807;Undirected;1
640;75;Undirected;1
126;751;Undirected;1
293;214;Undirected;1
834;744;Undirected;1
94;6;Undirected;1
662;648;Undirected;1
228;999;Undirected;1
848;650;Undirected;1
227;449;Undirected;1
502;590;Undirected;1
56;61;Undirected;1
988;992;Undirected;1
481;493;Undirected;1
354;332;Undirected;1
82;52;Undirected;1
488;498;Undirected;1
4;207;Undirected;1
623;135;Undirected;1
287;818;Undirected;1
384;357;Undirected;1
552;936;Undirected;1
28;31;Undirected;1
620;484;Undirected;1
653;457;Undirected;1
701;446;Undirected;1
363;763;Undirected;1
34;49;Undirected;1
154;132;Undirected;1
694;612;Undirected;1
347;304;Undirected;1
654;608;Undirected;1
999;994;Undirected;1
948;969;Undirected;1
324;572;Undirected;1
72;917;Undirected;1
111;122;Undirected;1
233;102;Undirected;1
442;414;Undirected;1
66;713;Undirected;1
44;7;Undirected;1
698;118;Undirected;1
407;358;Undirected;1
795;707;Undirected;1
665;567;Undirected;1
312;3;Undirected;1
544;459;Undirected;1
331;90;Undirected;1
774;750;Undirected;1
719;708;Undirected;1
895;520;Undirected;1
723;691;Undirected;1
837;806;Undirected;1
786;762;Undirected;1
55;21;Undirected;1
705;708;Undirected;1
604;605;Undirected;1
34;238;Undirected;1
384;339;Undirected;1
101;197;Undirected;1
133;20;Undirected;1
797;800;Undirected;1
879;811;Undirected;1
918;494;Undirected;1
559;561;Undirected;1
294;270;Undirected;1
85;744;Undirected;1
502;543;Undirected;1
320;336;Undirected;1
986;73;Undirected;1
541;528;Undirected;1
540;388;Undirected;1
454;414;Undirected;1
682;242;Undirected;1
101;163;Undirected;1
537;532;Undirected;1
767;769;Undirected;1
167;477;Undirected;1
452;243;Undirected;1
831;827;Undirected;1
332;476;Undirected;1
351;360;Undirected;1
296;276;Undirected;1
261;277;Undirected;1
861;891;Undirected;1
174;121;Undirected;1
731;790;Undirected;1
712;762;Undirected;1
549;598;Undirected;1
91;96;Undirected;1
893;228;Undirected;1
19;73;Undirected;1
105;915;Undirected;1
421;483;Undirected;1
340;325;Undirected;1
510;559;Undirected;1
261;260;Undirected;1
928;985;Undirected;1
614;556;Undirected;1
915;907;Undirected;1
74;982;Undirected;1
998;698;Undirected;1
33;80;Undirected;1
304;351;Undirected;1
785;766;Undirected;1
670;901;Undirected;1
676;762;Undirected;1
288;268;Undirected;1
820;832;Undirected;1
355;42;Undirected;1
893;791;Undirected;1
865;270;Undirected;1
224;241;Undirected;1
635;640;Undirected;1
967;307;Undirected;1
576;540;Undirected;1
221;237;Undirected;1
534;547;Undirected;1
852;822;Undirected;1
853;900;Undirected;1
653;243;Undirected;1
639;684;Undirected;1
483;964;Undirected;1
37;41;Undirected;1
904;914;Undirected;1
735;563;Undirected;1
738;744;Undirected;1
794;16;Undirected;1
274;217;Undirected;1
459;886;Undirected;1
180;82;Undirected;1
849;838;Undirected;1
773;701;Undirected;1
732;229;Undirected;1
240;773;Undirected;1
456;940;Undirected;1
730;764;Undirected;1
487;172;Undirected;1
577;581;Undirected;1
330;314;Undirected;1
58;48;Undirected;1
756;728;Undirected;1
182;178;Undirected;1
193;504;Undirected;1
827;814;Undirected;1
8;22;Undirected;1
287;230;Undirected;1
97;814;Undirected;1
109;904;Undirected;1
888;54;Undirected;1
184;160;Undirected;1
743;766;Undirected;1
289;288;Undirected;1
411;428;Undirected;1
780;189;Undirected;1
949;623;Undirected;1
963;971;Undirected;1
777;216;Undirected;1
296;54;Undirected;1
186;228;Undirected;1
494;469;Undirected;1
250;567;Undirected;1
232;279;Undirected;1
581;565;Undirected;1
147;160;Undirected;1
312;364;Undirected;1
750;841;Undirected;1
769;797;Undirected;1
210;656;Undirected;1
956;13;Undirected;1
763;769;Undirected;1
970;942;Undirected;1
886;852;Undirected;1
406;382;Undirected;1
818;467;Undirected;1
353;351;Undirected;1
241;233;Undirected;1
457;771;Undirected;1
751;422;Undirected;1
36;15;Undirected;1
361;638;Undirected;1
352;322;Undirected;1
894;989;Undirected;1
256;259;Undirected;1
532;586;Undirected;1
153;164;Undirected;1
894;849;Undirected;1
865;597;Undirected;1
247;813;Undirected;1
648;633;Undirected;1
966;548;Undirected;1
557;521;Undirected;1
752;247;Undirected;1
96;54;Undirected;1
133;199;Undirected;1
216;467;Undirected;1
520;503;Undirected;1
599;536;Undirected;1
279;248;Undirected;1
607;799;Undirected;1
173;284;Undirected;1
16;11;Undirected;1
896;884;Undirected;1
543;519;Undirected;1
895;209;Undirected;1
644;733;Undirected;1
322;35;Undirected;1
214;291;Undirected;1
56;612;Undirected;1
408;82;Undirected;1
741;733;Undirected;1
641;923;Undirected;1
299;666;Undirected;1
658;609;Undirected;1
572;530;Undirected;1
498;440;Undirected;1
61;13;Undirected;1
548;531;Undirected;1
625;597;Undirected;1
689;645;Undirected;1
760;771;Undirected;1
912;961;Undirected;1
534;516;Undirected;1
705;107;Undirected;1
131;181;Undirected;1
538;558;Undirected;1
272;20;Undirected;1
329;311;Undirected;1
389;994;Undirected;1
327;346;Undirected;1
364;363;Undirected;1
744;768;Undirected;1
648;647;Undirected;1
229;335;Undirected;1
107;138;Undirected;1
276;978;Undirected;1
842;823;Undirected;1
609;295;Undirected;1
263;227;Undirected;1
403;418;Undirected;1
851;574;Undirected;1
840;857;Undirected;1
588;568;Undirected;1
210;738;Undirected;1
176;184;Undirected;1
288;297;Undirected;1
929;428;Undirected;1
947;259;Undirected;1
12;682;Undirected;1
534;509;Undirected;1
408;406;Undirected;1
437;495;Undirected;1
640;780;Undirected;1
26;575;Undirected;1
620;360;Undirected;1
365;305;Undirected;1
623;646;Undirected;1
351;346;Undirected;1
760;600;Undirected;1
156;150;Undirected;1
666;637;Undirected;1
325;243;Undirected;1
686;543;Undirected;1
550;570;Undirected;1
943;952;Undirected;1
894;105;Undirected;1
554;543;Undirected;1
889;893;Undirected;1
443;450;Undirected;1
482;446;Undirected;1
701;718;Undirected;1
47;6;Undirected;1
261;210;Undirected;1
112;827;Undirected;1
359;135;Undirected;1
522;628;Undirected;1
269;243;Undirected;1
776;972;Undirected;1
856;644;Undirected;1
840;230;Undirected;1
322;351;Undirected;1
203;272;Undirected;1
92;5;Undirected;1
829;807;Undirected;1
342;404;Undirected;1
923;319;Undirected;1
161;115;Undirected;1
533;594;Undirected;1
291;218;Undirected;1
829;840;Undirected;1
712;792;Undirected;1
634;962;Undirected;1
53;63;Undirected;1
109;155;Undirected;1
418;417;Undirected;1
285;280;Undirected;1
401;499;Undirected;1
325;298;Undirected;1
953;957;Undirected;1
918;830;Undirected;1
139;332;Undirected;1
610;603;Undirected;1
91;506;Undirected;1
894;969;Undirected;1
19;747;Undirected;1
599;565;Undirected;1
235;240;Undirected;1
16;770;Undirected;1
747;756;Undirected;1
315;90;Undirected;1
570;560;Undirected;1
991;745;Undirected;1
3;15;Undirected;1
451;412;Undirected;1
47;41;Undirected;1
924;916;Undirected;1
418;821;Undirected;1
2;252;Undirected;1
425;493;Undirected;1
483;466;Undirected;1
414;490;Undirected;1
597;418;Undirected;1
866;891;Undirected;1
64;52;Undirected;1
160;140;Undirected;1
84;43;Undirected;1
484;361;Undirected;1
690;404;Undirected;1
992;936;Undirected;1
898;275;Undirected;1
759;711;Undirected;1
839;565;Undirected;1
472;462;Undirected;1
327;398;Undirected;1
892;855;Undirected;1
439;473;Undirected;1
538;581;Undirected;1
584;651;Undirected;1
363;386;Undirected;1
835;634;Undirected;1
946;997;Undirected;1
48;66;Undirected;1
309;756;Undirected;1
308;324;Undirected;1
625;806;Undirected;1
800;747;Undirected;1
573;363;Undirected;1
578;847;Undirected;1
290;240;Undirected;1
341;307;Undirected;1
647;513;Undirected;1
924;943;Undirected;1
546;509;Undirected;1
539;579;Undirected;1
590;256;Undirected;1
936;909;Undirected;1
245;262;Undirected;1
403;450;Undirected;1
825;858;Undirected;1
89;17;Undirected;1
961;949;Undirected;1
771;209;Undirected;1
756;800;Undirected;1
503;557;Undirected;1
218;842;Undirected;1
376;531;Undirected;1
139;134;Undirected;1
565;935;Undirected;1
975;612;Undirected;1
226;265;Undirected;1
983;921;Undirected;1
856;836;Undirected;1
764;774;Undirected;1
128;175;Undirected;1
194;815;Undirected;1
165;163;Undirected;1
989;504;Undirected;1
672;678;Undirected;1
373;467;Undirected;1
221;266;Undirected;1
763;777;Undirected;1
782;790;Undirected;1
163;168;Undirected;1
284;218;Undirected;1
870;804;Undirected;1
144;142;Undirected;1
724;609;Undirected;1
495;488;Undirected;1
215;137;Undirected;1
181;178;Undirected;1
502;125;Undirected;1
338;375;Undirected;1
542;545;Undirected;1
833;604;Undirected;1
650;351;Undirected;1
437;449;Undirected;1
413;785;Undirected;1
896;851;Undirected;1
928;616;Undirected;1
588;929;Undirected;1
555;576;Undirected;1
254;782;Undirected;1
704;730;Undirected;1
633;687;Undirected;1
17;528;Undirected;1
473;81;Undirected;1
540;515;Undirected;1
47;30;Undirected;1
123;640;Undirected;1
265;248;Undirected;1
588;183;Undirected;1
140;194;Undirected;1
696;613;Undirected;1
664;484;Undirected;1
324;333;Undirected;1
230;370;Undirected;1
41;686;Undirected;1
997;814;Undirected;1
663;692;Undirected;1
479;202;Undirected;1
776;800;Undirected;1
538;529;Undirected;1
830;824;Undirected;1
683;626;Undirected;1
35;679;Undirected;1
690;608;Undirected;1
902;954;Undirected;1
164;107;Undirected;1
130;196;Undirected;1
166;3;Undirected;1
337;394;Undirected;1
52;12;Undirected;1
913;963;Undirected;1
148;416;Undirected;1
756;760;Undirected;1
217;908;Undirected;1
73;89;Undirected;1
776;793;Undirected;1
986;580;Undirected;1
515;587;Undirected;1
251;358;Undirected;1
312;324;Undirected;1
708;707;Undirected;1
976;955;Undirected;1
327;341;Undirected;1
601;195;Undirected;1
677;630;Undirected;1
746;776;Undirected;1
313;413;Undirected;1
94;37;Undirected;1
110;180;Undirected;1
147;141;Undirected;1
945;942;Undirected;1
992;969;Undirected;1
28;35;Undirected;1
951;829;Undirected;1
616;663;Undirected;1
165;155;Undirected;1
161;287;Undirected;1
112;85;Undirected;1
2;93;Undirected;1
744;707;Undirected;1
424;496;Undirected;1
66;80;Undirected;1
954;919;Undirected;1
711;730;Undirected;1
469;451;Undirected;1
990;923;Undirected;1
103;928;Undirected;1
914;234;Undirected;1
644;551;Undirected;1
644;668;Undirected;1
429;447;Undirected;1
33;825;Undirected;1
474;462;Undirected;1
854;853;Undirected;1
778;767;Undirected;1
54;296;Undirected;1
886;844;Undirected;1
697;602;Undirected;1
453;436;Undirected;1
568;528;Undirected;1
294;241;Undirected;1
450;489;Undirected;1
445;626;Undirected;1
334;808;Undirected;1
773;937;Undirected;1
585;539;Undirected;1
790;280;Undirected;1
449;948;Undirected;1
49;61;Undirected;1
511;528;Undirected;1
703;67;Undirected;1
310;597;Undirected;1
57;40;Undirected;1
637;319;Undirected;1
203;227;Undirected;1
16;465;Undirected;1
493;420;Undirected;1
86;7;Undirected;1
254;243;Undirected;1
871;142;Undirected;1
602;817;Undirected;1
848;288;Undirected;1
258;252;Undirected;1
511;894;Undirected;1
658;674;Undirected;1
809;803;Undirected;1
674;696;Undirected;1
652;643;Undirected;1
636;572;Undirected;1
152;130;Undirected;1
411;844;Undirected;1
10;693;Undirected;1
887;818;Undirected;1
914;948;Undirected;1
804;801;Undirected;1
118;191;Undirected;1
508;421;Undirected;1
601;432;Undirected;1
237;718;Undirected;1
705;686;Undirected;1
692;663;Undirected;1
507;948;Undirected;1
347;289;Undirected;1
509;598;Undirected;1
945;929;Undirected;1
140;665;Undirected;1
250;243;Undirected;1
126;352;Undirected;1
103;920;Undirected;1
657;621;Undirected;1
788;183;Undirected;1
464;449;Undirected;1
317;338;Undirected;1
505;38;Undirected;1
97;207;Undirected;1
195;137;Undirected;1
695;627;Undirected;1
324;839;Undirected;1
340;354;Undirected;1
479;480;Undirected;1
388;318;Undirected;1
416;408;Undirected;1
576;574;Undirected;1
248;225;Undirected;1
120;8;Undirected;1
133;122;Undirected;1
118;165;Undirected;1
575;527;Undirected;1
83;197;Undirected;1
238;275;Undirected;1
284;228;Undirected;1
273;242;Undirected;1
301;315;Undirected;1
947;913;Undirected;1
166;250;Undirected;1
978;832;Undirected;1
551;389;Undirected;1
348;352;Undirected;1
439;727;Undirected;1
247;262;Undirected;1
515;585;Undirected;1
121;544;Undirected;1
28;653;Undirected;1
613;775;Undirected;1
338;921;Undirected;1
192;154;Undirected;1
332;369;Undirected;1
677;618;Undirected;1
623;653;Undirected;1
690;745;Undirected;1
601;206;Undirected;1
374;324;Undirected;1
688;268;Undirected;1
509;563;Undirected;1
616;651;Undirected;1
348;385;Undirected;1
248;231;Undirected;1
347;382;Undirected;1
946;959;Undirected;1
383;417;Undirected;1
642;447;Undirected;1
21;31;Undirected;1
70;916;Undirected;1
385;361;Undirected;1
339;392;Undirected;1
583;691;Undirected;1
759;589;Undirected;1
709;730;Undirected;1
464;478;Undirected;1
386;304;Undirected;1
343;344;Undirected;1
93;19;Undirected;1
47;618;Undirected;1
664;841;Undirected;1
507;444;Undirected;1
933;970;Undirected;1
736;914;Undirected;1
296;216;Undirected;1
436;134;Undirected;1
850;808;Undirected;1
734;730;Undirected;1
874;899;Undirected;1
171;507;Undirected;1
492;428;Undirected;1
601;653;Undirected;1
49;576;Undirected;1
200;129;Undirected;1
577;548;Undirected;1
431;117;Undirected;1
851;868;Undirected;1
941;425;Undirected;1
516;509;Undirected;1
2;600;Undirected;1
30;91;Undirected;1
844;905;Undirected;1
110;167;Undirected;1
310;789;Undirected;1
965;994;Undirected;1
741;729;Undirected;1
3;63;Undirected;1
678;747;Undirected;1
263;74;Undirected;1
57;55;Undirected;1
578;794;Undirected;1
640;603;Undirected;1
680;172;Undirected;1
48;756;Undirected;1
492;36;Undirected;1
887;884;Undirected;1
603;638;Undirected;1
538;289;Undirected;1
953;945;Undirected;1
151;92;Undirected;1
69;16;Undirected;1
637;366;Undirected;1
362;764;Undirected;1
373;349;Undirected;1
75;368;Undirected;1
541;559;Undirected;1
506;782;Undirected;1
610;629;Undirected;1
446;489;Undirected;1
966;245;Undirected;1
602;284;Undirected;1
857;502;Undirected;1
63;83;Undirected;1
264;644;Undirected;1
941;999;Undirected;1
60;523;Undirected;1
140;613;Undirected;1
203;210;Undirected;1
45;34;Undirected;1
476;121;Undirected;1
587;337;Undirected;1
667;406;Undirected;1
876;815;Undirected;1
48;47;Undirected;1
565;768;Undirected;1
109;832;Undirected;1
5;21;Undirected;1
498;403;Undirected;1
955;759;Undirected;1
345;814;Undirected;1
729;748;Undirected;1
724;920;Undirected;1
747;750;Undirected;1
387;310;Undirected;1
456;440;Undirected;1
228;207;Undirected;1
178;546;Undirected;1
941;775;Undirected;1
422;494;Undirected;1
75;205;Undirected;1
636;857;Undirected;1
387;889;Undirected;1
918;917;Undirected;1
640;210;Undirected;1
47;309;Undirected;1
455;429;Undirected;1
553;530;Undirected;1
189;462;Undirected;1
778;760;Undirected;1
455;216;Undirected;1
953;966;Undirected;1
936;980;Undirected;1
58;79;Undirected;1
493;438;Undirected;1
358;304;Undirected;1
957;901;Undirected;1
57;399;Undirected;1
549;590;Undirected;1
229;555;Undirected;1
677;662;Undirected;1
684;645;Undirected;1
55;39;Undirected;1
712;143;Undirected;1
651;636;Undirected;1
171;158;Undirected;1
585;596;Undirected;1
45;76;Undirected;1
243;218;Undirected;1
9;62;Undirected;1
163;6;Undirected;1
76;86;Undirected;1
863;290;Undirected;1
725;787;Undirected;1
276;878;Undirected;1
432;243;Undirected;1
67;3;Undirected;1
751;972;Undirected;1
401;435;Undirected;1
581;549;Undirected;1
100;82;Undirected;1
157;144;Undirected;1
441;427;Undirected;1
121;172;Undirected;1
758;727;Undirected;1
390;376;Undirected;1
955;983;Undirected;1
114;183;Undirected;1
777;63;Undirected;1
981;942;Undirected;1
658;677;Undirected;1
340;351;Undirected;1
203;265;Undirected;1
36;17;Undirected;1
578;561;Undirected;1
543;579;Undirected;1
761;528;Undirected;1
588;120;Undirected;1
75;6;Undirected;1
600;572;Undirected;1
409;401;Undirected;1
452;406;Undirected;1
186;110;Undirected;1
57;60;Undirected;1
606;639;Undirected;1
11;118;Undirected;1
342;375;Undirected;1
230;202;Undirected;1
354;368;Undirected;1
380;378;Undirected;1
347;900;Undirected;1
513;642;Undirected;1
831;878;Undirected;1
822;884;Undirected;1
744;614;Undirected;1
933;966;Undirected;1
572;536;Undirected;1
152;787;Undirected;1
386;963;Undirected;1
201;9;Undirected;1
12;52;Undirected;1
711;746;Undirected;1
682;133;Undirected;1
121;111;Undirected;1
998;973;Undirected;1
651;613;Undirected;1
89;31;Undirected;1
354;514;Undirected;1
263;262;Undirected;1
751;731;Undirected;1
939;376;Undirected;1
221;188;Undirected;1
552;631;Undirected;1
954;595;Undirected;1
152;183;Undirected;1
720;473;Undirected;1
273;224;Undirected;1
748;924;Undirected;1
194;169;Undirected;1
649;617;Undirected;1
128;119;Undirected;1
51;55;Undirected;1
81;455;Undirected;1
589;124;Undirected;1
677;255;Undirected;1
127;435;Undirected;1
870;839;Undirected;1
891;711;Undirected;1
419;400;Undirected;1
143;105;Undirected;1
804;855;Undirected;1
161;930;Undirected;1
351;382;Undirected;1
145;195;Undirected;1
909;951;Undirected;1
538;596;Undirected;1
278;209;Undirected;1
100;229;Undirected;1
72;65;Undirected;1
51;70;Undirected;1
858;723;Undirected;1
451;183;Undirected;1
759;734;Undirected;1
461;177;Undirected;1
164;484;Undirected;1
887;459;Undirected;1
692;620;Undirected;1
343;590;Undirected;1
494;456;Undirected;1
877;864;Undirected;1
75;849;Undirected;1
391;343;Undirected;1
233;293;Undirected;1
352;328;Undirected;1
888;432;Undirected;1
696;631;Undirected;1
963;981;Undirected;1
759;790;Undirected;1
752;734;Undirected;1
897;853;Undirected;1
418;450;Undirected;1
273;576;Undirected;1
410;414;Undirected;1
823;878;Undirected;1
458;444;Undirected;1
728;772;Undirected;1
834;867;Undirected;1
167;165;Undirected;1
473;569;Undirected;1
574;26;Undirected;1
702;96;Undirected;1
799;352;Undirected;1
833;809;Undirected;1
218;277;Undirected;1
715;707;Undirected;1
650;605;Undirected;1
74;19;Undirected;1
6;163;Undirected;1
956;906;Undirected;1
832;809;Undirected;1
191;684;Undirected;1
397;370;Undirected;1
856;844;Undirected;1
344;384;Undirected;1
659;110;Undirected;1
951;742;Undirected;1
840;397;Undirected;1
791;828;Undirected;1
946;942;Undirected;1
68;83;Undirected;1
883;450;Undirected;1
644;406;Undirected;1
480;430;Undirected;1
575;573;Undirected;1
185;149;Undirected;1
333;320;Undirected;1
356;381;Undirected;1
24;90;Undirected;1
133;179;Undirected;1
900;865;Undirected;1
858;819;Undirected;1
392;205;Undirected;1
439;364;Undirected;1
292;258;Undirected;1
586;570;Undirected;1
809;756;Undirected;1
670;697;Undirected;1
842;873;Undirected;1
716;386;Undirected;1
682;484;Undirected;1
962;959;Undirected;1
160;135;Undirected;1
819;369;Undirected;1
422;488;Undirected;1
241;288;Undirected;1
451;566;Undirected;1
662;671;Undirected;1
566;544;Undirected;1
734;740;Undirected;1
515;599;Undirected;1
219;245;Undirected;1
637;602;Undirected;1
183;143;Undirected;1
418;473;Undirected;1
318;379;Undirected;1
113;690;Undirected;1
757;778;Undirected;1
825;214;Undirected;1
67;595;Undirected;1
79;53;Undirected;1
653;832;Undirected;1
411;596;Undirected;1
871;880;Undirected;1
388;335;Undirected;1
128;104;Undirected;1
971;986;Undirected;1
181;200;Undirected;1
766;854;Undirected;1
541;506;Undirected;1
414;25;Undirected;1
500;529;Undirected;1
511;80;Undirected;1
885;831;Undirected;1
132;121;Undirected;1
131;241;Undirected;1
542;256;Undirected;1
524;586;Undirected;1
632;618;Undirected;1
649;693;Undirected;1
45;76;Undirected;1
625;632;Undirected;1
441;608;Undirected;1
942;594;Undirected;1
469;422;Undirected;1
922;915;Undirected;1
113;132;Undirected;1
765;609;Undirected;1
159;146;Undirected;1
950;19;Undirected;1
438;87;Undirected;1
293;979;Undirected;1
627;625;Undirected;1
479;452;Undirected;1
15;716;Undirected;1
819;850;Undirected;1
805;819;Undirected;1
15;96;Undirected;1
710;755;Undirected;1
231;241;Undirected;1
353;414;Undirected;1
801;287;Undirected;1
742;711;Undirected;1
866;460;Undirected;1
250;239;Undirected;1
191;932;Undirected;1
55;87;Undirected;1
779;707;Undirected;1
106;185;Undirected;1
599;607;Undirected;1
254;288;Undirected;1
785;791;Undirected;1
328;369;Undirected;1
942;370;Undirected;1
329;364;Undirected;1
660;656;Undirected;1
670;615;Undirected;1
705;739;Undirected;1
368;53;Undirected;1
334;447;Undirected;1
890;866;Undirected;1
643;663;Undirected;1
956;959;Undirected;1
674;539;Undirected;1
645;687;Undirected;1
644;677;Undirected;1
966;9;Undirected;1
621;618;Undirected;1
926;905;Undirected;1
910;381;Undirected;1
475;953;Undirected;1
866;807;Undirected;1
987;960;Undirected;1
3;721;Undirected;1
740;744;Undirected;1
719;748;Undirected;1
701;766;Undirected;1
69;872;Undirected;1
775;766;Undirected;1
630;675;Undirected;1
391;353;Undirected;1
787;604;Undirected;1
407;379;Undirected;1
850;297;Undirected;1
421;683;Undirected;1
581;574;Undirected;1
348;811;Undirected;1
628;632;Undirected;1
462;448;Undirected;1
238;201;Undirected;1
755;735;Undirected;1
898;818;Undirected;1
29;40;Undirected;1
590;566;Undirected;1
251;882;Undirected;1
851;844;Undirected;1
288;745;Undirected;1
296;739;Undirected;1
435;439;Undirected;1
456;349;Undirected;1
396;387;Undirected;1
192;181;Undirected;1
974;695;Undirected;1
923;374;Undirected;1
629;618;Undirected;1
403;408;Undirected;1
380;755;Undirected;1
179;197;Undirected;1
307;329;Undirected;1
860;837;Undirected;1
181;127;Undirected;1
263;248;Undirected;1
534;498;Undirected;1
750;452;Undirected;1
761;728;Undirected;1
705;750;Undirected;1
926;754;Undirected;1
545;89;Undirected;1
741;701;Undirected;1
706;229;Undirected;1
315;170;Undirected;1
989;902;Undirected;1
647;873;Undirected;1
80;25;Undirected;1
205;448;Undirected;1
163;615;Undirected;1
853;882;Undirected;1
309;918;Undirected;1
939;977;Undirected;1
683;177;Undirected;1
843;839;Undirected;1
223;246;Undirected;1
872;890;Undirected;1
316;350;Undirected;1
942;980;Undirected;1
686;677;Undirected;1
754;466;Undirected;1
807;839;Undirected;1
990;768;Undirected;1
453;479;Undirected;1
463;438;Undirected;1
5;27;Undirected;1
508;597;Undirected;1
380;356;Undirected;1
322;576;Undirected;1
612;608;Undirected;1
375;762;Undirected;1
9;48;Undirected;1
798;701;Undirected;1
734;207;Undirected;1
598;596;Undirected;1
718;740;Undirected;1
304;383;Undirected;1
875;836;Undirected;1
599;633;Undirected;1
4;834;Undirected;1
