Source;Target;Type;Weight
956;840;Undirected;1
285;117;Undirected;1
739;397;Undirected;1
715;839;Undirected;1
518;606;Undirected;1
817;649;Undirected;1
336;318;Undirected;1
627;215;Undirected;1
649;236;Undirected;1
503;409;Undirected;1
723;773;Undirected;1
320;170;Undirected;1
658;638;Undirected;1
875;371;Undirected;1
876;728;Undirected;1
681;572;Undirected;1
975;959;Undirected;1
526;832;Undirected;1
508;848;Undirected;1
173;914;Undirected;1
845;924;Undirected;1
402;411;Undirected;1
488;441;Undirected;1
189;479;Undirected;1
992;86;Undirected;1
522;588;Undirected;1
469;485;Undirected;1
772;264;Undirected;1
383;320;Undirected;1
988;350;Undirected;1
93;74;Undirected;1
739;777;Undirected;1
167;169;Undirected;1
855;697;Undirected;1
556;357;Undirected;1
324;135;Undirected;1
359;989;Undirected;1
720;800;Undirected;1
8;49;Undirected;1
537;684;Undirected;1
144;321;Undirected;1
80;614;Undirected;1
250;241;Undirected;1
105;178;Undirected;1
900;395;Undirected;1
745;735;Undirected;1
952;36;Undirected;1
103;149;Undirected;1
722;773;Undirected;1
125;130;Undirected;1
524;587;Undirected;1
900;846;Undirected;1
191;294;Undirected;1
760;505;Undirected;1
31;71;Undirected;1
240;856;Undirected;1
277;167;Undirected;1
763;894;Undirected;1
913;997;Undirected;1
94;38;Undirected;1
630;997;Undirected;1
819;186;Undirected;1
271;74;Undirected;1
378;71;Undirected;1
899;995;Undirected;1
180;45;Undirected;1
516;979;Undirected;1
155;458;Undirected;1
1;20;Undirected;1
486;564;Undirected;1
814;787;Undirected;1
521;590;Undirected;1
983;993;Undirected;1
931;297;Undirected;1
540;899;Undirected;1
878;98;Undirected;1
588;571;Undirected;1
286;972;Undirected;1
627;690;Undirected;1
38;15;Undirected;1
859;869;Undirected;1
312;302;Undirected;1
49;264;Undirected;1
610;823;Undirected;1
974;383;Undirected;1
135;317;Undirected;1
655;718;Undirected;1
304;11;Undirected;1
622;679;Undirected;1
448;409;Undirected;1
742;78;Undirected;1
714;861;Undirected;1
410;32;Undirected;1
969;932;Undirected;1
798;81;Undirected;1
176;143;Undirected;1
41;398;Undirected;1
97;94;Undirected;1
187;131;Undirected;1
189;945;Undirected;1
822;837;Undirected;1
550;20;Undirected;1
509;454;Undirected;1
238;694;Undirected;1
669;524;Undirected;1
736;725;Undirected;1
522;506;Undirected;1
942;981;Undirected;1
317;397;Undirected;1
615;657;Undirected;1
411;780;Undirected;1
134;145;Undirected;1
681;981;Undirected;1
302;308;Undirected;1
868;881;Undirected;1
565;575;Undirected;1
897;642;Undirected;1
596;869;Undirected;1
456;134;Undirected;1
342;256;Undirected;1
834;874;Undirected;1
39;100;Undirected;1
53;901;Undirected;1
450;405;Undirected;1
87;811;Undirected;1
598;269;Undirected;1
860;850;Undirected;1
348;407;Undirected;1
231;326;Undirected;1
508;532;Undirected;1
482;499;Undirected;1
193;189;Undirected;1
873;689;Undirected;1
962;872;Undirected;1
195;807;Undirected;1
640;75;Undirected;1
126;751;Undirected;1
293;214;Undirected;1
834;744;Undirected;1
94;6;Undirected;1
662;648;Undirected;1
228;999;Undirected;1
848;650;Undirected;1
227;449;Undirected;1
590;184;Undirected;1
561;543;Undirected;1
792;715;Undirected;1
5;294;Undirected;1
151;82;Undirected;1
515;588;Undirected;1
853;4;Undirected;1
623;135;Undirected;1
287;818;Undirected;1
345;666;Undirected;1
192;531;Undirected;1
77;477;Undirected;1
984;958;Undirected;1
457;272;Undirected;1
401;446;Undirected;1
363;763;Undirected;1
34;49;Undirected;1
132;349;Undirected;1
385;194;Undirected;1
376;387;Undirected;1
780;599;Undirected;1
248;948;Undirected;1
606;324;Undirected;1
141;190;Undirected;1
651;692;Undirected;1
133;692;Undirected;1
195;742;Undirected;1
328;66;Undirected;1
471;444;Undirected;1
87;82;Undirected;1
755;274;Undirected;1
788;895;Undirected;1
507;697;Undirected;1
467;461;Undirected;1
3;118;Undirected;1
459;365;Undirected;1
31;90;Undirected;1
774;750;Undirected;1
708;848;Undirected;1
520;481;Undirected;1
691;220;Undirected;1
606;683;Undirected;1
536;191;Undirected;1
88;905;Undirected;1
504;605;Undirected;1
34;238;Undirected;1
376;852;Undirected;1
620;692;Undirected;1
220;262;Undirected;1
627;999;Undirected;1
75;918;Undirected;1
606;659;Undirected;1
603;694;Undirected;1
578;85;Undirected;1
536;502;Undirected;1
620;336;Undirected;1
986;73;Undirected;1
541;528;Undirected;1
540;388;Undirected;1
454;414;Undirected;1
682;242;Undirected;1
101;163;Undirected;1
532;652;Undirected;1
628;882;Undirected;1
605;743;Undirected;1
269;331;Undirected;1
84;85;Undirected;1
534;951;Undirected;1
813;896;Undirected;1
661;277;Undirected;1
861;891;Undirected;1
174;121;Undirected;1
731;790;Undirected;1
712;162;Undirected;1
598;833;Undirected;1
96;66;Undirected;1
201;711;Undirected;1
252;170;Undirected;1
485;921;Undirected;1
764;740;Undirected;1
710;559;Undirected;1
261;260;Undirected;1
928;985;Undirected;1
614;556;Undirected;1
907;438;Undirected;1
982;390;Undirected;1
967;998;Undirected;1
833;80;Undirected;1
304;351;Undirected;1
766;427;Undirected;1
990;87;Undirected;1
543;183;Undirected;1
759;420;Undirected;1
374;304;Undirected;1
446;119;Undirected;1
240;69;Undirected;1
401;993;Undirected;1
37;635;Undirected;1
300;210;Undirected;1
607;655;Undirected;1
540;507;Undirected;1
45;666;Undirected;1
659;952;Undirected;1
753;900;Undirected;1
653;243;Undirected;1
684;821;Undirected;1
964;296;Undirected;1
641;616;Undirected;1
314;309;Undirected;1
736;735;Undirected;1
338;744;Undirected;1
794;16;Undirected;1
274;217;Undirected;1
459;886;Undirected;1
180;82;Undirected;1
849;838;Undirected;1
773;701;Undirected;1
732;229;Undirected;1
240;773;Undirected;1
456;940;Undirected;1
730;764;Undirected;1
487;172;Undirected;1
577;581;Undirected;1
330;314;Undirected;1
58;48;Undirected;1
728;568;Undirected;1
111;782;Undirected;1
204;283;Undirected;1
601;381;Undirected;1
143;787;Undirected;1
171;99;Undirected;1
381;382;Undirected;1
804;837;Undirected;1
88;54;Undirected;1
160;384;Undirected;1
227;583;Undirected;1
765;775;Undirected;1
728;972;Undirected;1
897;949;Undirected;1
563;971;Undirected;1
777;216;Undirected;1
296;54;Undirected;1
186;228;Undirected;1
469;331;Undirected;1
550;567;Undirected;1
232;279;Undirected;1
581;565;Undirected;1
147;160;Undirected;1
312;364;Undirected;1
750;841;Undirected;1
769;797;Undirected;1
210;656;Undirected;1
956;13;Undirected;1
763;769;Undirected;1
970;942;Undirected;1
886;852;Undirected;1
406;382;Undirected;1
818;467;Undirected;1
353;351;Undirected;1
241;233;Undirected;1
457;771;Undirected;1
751;422;Undirected;1
36;15;Undirected;1
361;638;Undirected;1
322;150;Undirected;1
994;989;Undirected;1
256;259;Undirected;1
532;586;Undirected;1
153;164;Undirected;1
894;849;Undirected;1
865;597;Undirected;1
247;813;Undirected;1
648;633;Undirected;1
966;548;Undirected;1
521;676;Undirected;1
252;247;Undirected;1
96;54;Undirected;1
133;199;Undirected;1
216;467;Undirected;1
503;977;Undirected;1
836;883;Undirected;1
848;824;Undirected;1
799;668;Undirected;1
287;371;Undirected;1
48;89;Undirected;1
396;346;Undirected;1
889;403;Undirected;1
878;817;Undirected;1
333;331;Undirected;1
22;35;Undirected;1
214;291;Undirected;1
56;612;Undirected;1
408;82;Undirected;1
741;733;Undirected;1
641;923;Undirected;1
299;666;Undirected;1
658;609;Undirected;1
572;530;Undirected;1
498;440;Undirected;1
61;13;Undirected;1
531;733;Undirected;1
525;597;Undirected;1
689;645;Undirected;1
760;771;Undirected;1
912;961;Undirected;1
534;516;Undirected;1
705;107;Undirected;1
181;80;Undirected;1
758;747;Undirected;1
20;137;Undirected;1
811;890;Undirected;1
989;994;Undirected;1
327;346;Undirected;1
364;363;Undirected;1
768;356;Undirected;1
782;623;Undirected;1
890;442;Undirected;1
717;733;Undirected;1
542;729;Undirected;1
293;609;Undirected;1
663;227;Undirected;1
403;418;Undirected;1
851;574;Undirected;1
857;928;Undirected;1
703;668;Undirected;1
776;184;Undirected;1
288;297;Undirected;1
929;428;Undirected;1
947;259;Undirected;1
12;682;Undirected;1
534;509;Undirected;1
406;706;Undirected;1
680;477;Undirected;1
916;26;Undirected;1
354;620;Undirected;1
465;305;Undirected;1
623;646;Undirected;1
351;346;Undirected;1
760;600;Undirected;1
156;150;Undirected;1
666;637;Undirected;1
325;243;Undirected;1
686;543;Undirected;1
550;570;Undirected;1
943;952;Undirected;1
894;105;Undirected;1
543;336;Undirected;1
840;295;Undirected;1
955;282;Undirected;1
201;718;Undirected;1
6;663;Undirected;1
67;962;Undirected;1
827;153;Undirected;1
135;866;Undirected;1
622;628;Undirected;1
243;825;Undirected;1
976;972;Undirected;1
856;644;Undirected;1
840;230;Undirected;1
322;351;Undirected;1
289;151;Undirected;1
429;829;Undirected;1
255;342;Undirected;1
154;923;Undirected;1
461;115;Undirected;1
594;290;Undirected;1
32;799;Undirected;1
942;948;Undirected;1
109;117;Undirected;1
322;191;Undirected;1
252;609;Undirected;1
818;417;Undirected;1
280;418;Undirected;1
99;40;Undirected;1
298;468;Undirected;1
257;246;Undirected;1
830;750;Undirected;1
332;867;Undirected;1
977;221;Undirected;1
50;559;Undirected;1
346;891;Undirected;1
847;802;Undirected;1
865;886;Undirected;1
482;961;Undirected;1
570;515;Undirected;1
611;584;Undirected;1
490;437;Undirected;1
960;902;Undirected;1
745;31;Undirected;1
221;435;Undirected;1
171;647;Undirected;1
224;916;Undirected;1
418;821;Undirected;1
2;252;Undirected;1
425;493;Undirected;1
466;201;Undirected;1
390;347;Undirected;1
418;633;Undirected;1
553;21;Undirected;1
152;460;Undirected;1
184;43;Undirected;1
484;361;Undirected;1
690;404;Undirected;1
936;185;Undirected;1
298;275;Undirected;1
759;711;Undirected;1
839;565;Undirected;1
462;169;Undirected;1
698;667;Undirected;1
102;405;Undirected;1
266;138;Undirected;1
807;584;Undirected;1
814;863;Undirected;1
89;7;Undirected;1
327;310;Undirected;1
642;641;Undirected;1
554;58;Undirected;1
581;584;Undirected;1
367;799;Undirected;1
519;538;Undirected;1
601;696;Undirected;1
286;69;Undirected;1
605;673;Undirected;1
931;924;Undirected;1
647;513;Undirected;1
943;345;Undirected;1
585;836;Undirected;1
826;473;Undirected;1
520;600;Undirected;1
873;645;Undirected;1
103;450;Undirected;1
825;858;Undirected;1
89;17;Undirected;1
949;17;Undirected;1
209;38;Undirected;1
600;517;Undirected;1
224;653;Undirected;1
705;164;Undirected;1
531;540;Undirected;1
834;863;Undirected;1
935;466;Undirected;1
612;464;Undirected;1
504;450;Undirected;1
49;89;Undirected;1
588;764;Undirected;1
828;175;Undirected;1
194;815;Undirected;1
165;163;Undirected;1
989;504;Undirected;1
672;678;Undirected;1
373;467;Undirected;1
221;266;Undirected;1
763;777;Undirected;1
782;790;Undirected;1
163;168;Undirected;1
284;218;Undirected;1
870;804;Undirected;1
144;142;Undirected;1
724;609;Undirected;1
495;488;Undirected;1
215;137;Undirected;1
181;178;Undirected;1
502;125;Undirected;1
338;375;Undirected;1
542;545;Undirected;1
833;604;Undirected;1
650;351;Undirected;1
449;661;Undirected;1
713;785;Undirected;1
851;566;Undirected;1
616;778;Undirected;1
929;725;Undirected;1
408;553;Undirected;1
349;128;Undirected;1
937;33;Undirected;1
466;17;Undirected;1
371;473;Undirected;1
940;515;Undirected;1
47;30;Undirected;1
123;640;Undirected;1
248;413;Undirected;1
183;800;Undirected;1
994;976;Undirected;1
552;237;Undirected;1
324;24;Undirected;1
83;44;Undirected;1
941;847;Undirected;1
600;279;Undirected;1
310;337;Undirected;1
197;185;Undirected;1
855;148;Undirected;1
961;936;Undirected;1
829;730;Undirected;1
626;260;Undirected;1
679;474;Undirected;1
943;800;Undirected;1
334;362;Undirected;1
612;430;Undirected;1
921;166;Undirected;1
144;137;Undirected;1
352;12;Undirected;1
913;963;Undirected;1
148;416;Undirected;1
756;760;Undirected;1
217;908;Undirected;1
89;254;Undirected;1
593;539;Undirected;1
586;580;Undirected;1
515;587;Undirected;1
251;358;Undirected;1
312;324;Undirected;1
778;640;Undirected;1
434;627;Undirected;1
952;601;Undirected;1
167;177;Undirected;1
208;246;Undirected;1
515;313;Undirected;1
981;994;Undirected;1
72;10;Undirected;1
92;47;Undirected;1
210;245;Undirected;1
692;969;Undirected;1
28;35;Undirected;1
951;829;Undirected;1
616;663;Undirected;1
165;155;Undirected;1
161;287;Undirected;1
112;85;Undirected;1
93;116;Undirected;1
331;655;Undirected;1
561;966;Undirected;1
654;919;Undirected;1
711;730;Undirected;1
451;885;Undirected;1
923;984;Undirected;1
928;266;Undirected;1
214;234;Undirected;1
644;551;Undirected;1
668;400;Undirected;1
899;661;Undirected;1
201;415;Undirected;1
159;54;Undirected;1
978;767;Undirected;1
54;296;Undirected;1
886;844;Undirected;1
697;602;Undirected;1
453;436;Undirected;1
528;722;Undirected;1
383;75;Undirected;1
802;855;Undirected;1
426;478;Undirected;1
834;808;Undirected;1
773;937;Undirected;1
539;485;Undirected;1
290;280;Undirected;1
449;948;Undirected;1
49;61;Undirected;1
511;528;Undirected;1
703;67;Undirected;1
310;597;Undirected;1
57;40;Undirected;1
637;319;Undirected;1
203;227;Undirected;1
16;465;Undirected;1
493;420;Undirected;1
86;7;Undirected;1
254;243;Undirected;1
871;142;Undirected;1
602;817;Undirected;1
848;288;Undirected;1
258;252;Undirected;1
511;894;Undirected;1
658;674;Undirected;1
845;287;Undirected;1
527;517;Undirected;1
276;636;Undirected;1
110;965;Undirected;1
44;2;Undirected;1
693;922;Undirected;1
676;770;Undirected;1
710;719;Undirected;1
63;72;Undirected;1
38;56;Undirected;1
721;745;Undirected;1
432;18;Undirected;1
718;654;Undirected;1
605;686;Undirected;1
663;157;Undirected;1
907;948;Undirected;1
347;289;Undirected;1
509;598;Undirected;1
945;929;Undirected;1
140;665;Undirected;1
250;243;Undirected;1
126;352;Undirected;1
103;920;Undirected;1
678;48;Undirected;1
717;295;Undirected;1
349;371;Undirected;1
654;736;Undirected;1
437;711;Undirected;1
612;195;Undirected;1
917;995;Undirected;1
509;324;Undirected;1
940;354;Undirected;1
479;480;Undirected;1
388;318;Undirected;1
408;514;Undirected;1
535;313;Undirected;1
467;492;Undirected;1
976;732;Undirected;1
182;218;Undirected;1
475;527;Undirected;1
83;197;Undirected;1
238;275;Undirected;1
284;228;Undirected;1
273;242;Undirected;1
315;16;Undirected;1
612;262;Undirected;1
250;573;Undirected;1
878;832;Undirected;1
551;389;Undirected;1
352;705;Undirected;1
727;841;Undirected;1
635;136;Undirected;1
467;472;Undirected;1
544;32;Undirected;1
628;653;Undirected;1
613;775;Undirected;1
338;921;Undirected;1
192;154;Undirected;1
369;121;Undirected;1
642;787;Undirected;1
267;277;Undirected;1
930;407;Undirected;1
206;58;Undirected;1
387;503;Undirected;1
706;409;Undirected;1
967;916;Undirected;1
254;248;Undirected;1
748;231;Undirected;1
347;382;Undirected;1
946;959;Undirected;1
383;417;Undirected;1
642;447;Undirected;1
21;31;Undirected;1
70;916;Undirected;1
361;433;Undirected;1
839;106;Undirected;1
298;58;Undirected;1
868;109;Undirected;1
964;478;Undirected;1
386;304;Undirected;1
343;344;Undirected;1
93;19;Undirected;1
47;618;Undirected;1
664;841;Undirected;1
507;444;Undirected;1
970;231;Undirected;1
914;594;Undirected;1
516;525;Undirected;1
134;518;Undirected;1
920;728;Undirected;1
934;999;Undirected;1
893;872;Undirected;1
7;63;Undirected;1
127;727;Undirected;1
292;231;Undirected;1
876;809;Undirected;1
908;816;Undirected;1
715;755;Undirected;1
8;659;Undirected;1
743;780;Undirected;1
425;42;Undirected;1
514;851;Undirected;1
169;901;Undirected;1
84;9;Undirected;1
385;422;Undirected;1
662;634;Undirected;1
789;914;Undirected;1
468;318;Undirected;1
849;861;Undirected;1
237;368;Undirected;1
663;351;Undirected;1
311;857;Undirected;1
28;578;Undirected;1
603;955;Undirected;1
172;908;Undirected;1
748;756;Undirected;1
492;36;Undirected;1
887;884;Undirected;1
603;638;Undirected;1
538;289;Undirected;1
953;945;Undirected;1
151;92;Undirected;1
69;16;Undirected;1
637;366;Undirected;1
362;764;Undirected;1
373;349;Undirected;1
75;368;Undirected;1
559;12;Undirected;1
782;561;Undirected;1
936;845;Undirected;1
854;810;Undirected;1
536;497;Undirected;1
161;379;Undirected;1
602;624;Undirected;1
253;847;Undirected;1
340;41;Undirected;1
161;126;Undirected;1
201;262;Undirected;1
913;901;Undirected;1
210;235;Undirected;1
468;335;Undirected;1
521;563;Undirected;1
337;689;Undirected;1
406;622;Undirected;1
515;599;Undirected;1
747;795;Undirected;1
768;473;Undirected;1
809;832;Undirected;1
21;490;Undirected;1
733;240;Undirected;1
459;441;Undirected;1
814;455;Undirected;1
885;728;Undirected;1
320;346;Undirected;1
635;934;Undirected;1
985;356;Undirected;1
628;207;Undirected;1
178;546;Undirected;1
941;775;Undirected;1
422;494;Undirected;1
75;205;Undirected;1
636;857;Undirected;1
387;889;Undirected;1
918;917;Undirected;1
640;210;Undirected;1
47;309;Undirected;1
455;429;Undirected;1
553;530;Undirected;1
189;462;Undirected;1
734;965;Undirected;1
416;470;Undirected;1
266;282;Undirected;1
580;553;Undirected;1
702;805;Undirected;1
777;704;Undirected;1
400;557;Undirected;1
851;844;Undirected;1
849;590;Undirected;1
229;555;Undirected;1
677;662;Undirected;1
684;645;Undirected;1
55;39;Undirected;1
712;143;Undirected;1
651;636;Undirected;1
171;158;Undirected;1
585;596;Undirected;1
45;76;Undirected;1
234;711;Undirected;1
132;501;Undirected;1
509;541;Undirected;1
529;453;Undirected;1
971;938;Undirected;1
653;779;Undirected;1
795;673;Undirected;1
221;667;Undirected;1
310;751;Undirected;1
825;801;Undirected;1
981;549;Undirected;1
100;82;Undirected;1
157;144;Undirected;1
441;427;Undirected;1
121;172;Undirected;1
758;727;Undirected;1
376;998;Undirected;1
483;401;Undirected;1
337;208;Undirected;1
663;645;Undirected;1
87;137;Undirected;1
654;840;Undirected;1
853;803;Undirected;1
61;36;Undirected;1
78;578;Undirected;1
143;579;Undirected;1
761;528;Undirected;1
588;120;Undirected;1
75;6;Undirected;1
572;944;Undirected;1
894;45;Undirected;1
546;502;Undirected;1
960;911;Undirected;1
966;907;Undirected;1
862;11;Undirected;1
642;375;Undirected;1
230;202;Undirected;1
354;368;Undirected;1
380;378;Undirected;1
347;900;Undirected;1
513;642;Undirected;1
831;878;Undirected;1
822;884;Undirected;1
744;614;Undirected;1
966;233;Undirected;1
136;116;Undirected;1
752;787;Undirected;1
386;963;Undirected;1
201;9;Undirected;1
52;159;Undirected;1
46;76;Undirected;1
148;292;Undirected;1
80;10;Undirected;1
290;267;Undirected;1
241;789;Undirected;1
236;354;Undirected;1
63;262;Undirected;1
751;731;Undirected;1
939;376;Undirected;1
221;188;Undirected;1
552;631;Undirected;1
954;595;Undirected;1
176;228;Undirected;1
420;473;Undirected;1
273;224;Undirected;1
748;924;Undirected;1
194;169;Undirected;1
649;617;Undirected;1
128;119;Undirected;1
51;55;Undirected;1
81;455;Undirected;1
589;124;Undirected;1
677;255;Undirected;1
127;435;Undirected;1
870;839;Undirected;1
891;711;Undirected;1
419;400;Undirected;1
143;105;Undirected;1
804;855;Undirected;1
161;930;Undirected;1
351;382;Undirected;1
145;195;Undirected;1
909;951;Undirected;1
596;727;Undirected;1
773;801;Undirected;1
929;933;Undirected;1
165;121;Undirected;1
70;38;Undirected;1
758;723;Undirected;1
451;183;Undirected;1
759;734;Undirected;1
461;177;Undirected;1
164;484;Undirected;1
887;459;Undirected;1
692;620;Undirected;1
343;590;Undirected;1
494;456;Undirected;1
877;864;Undirected;1
75;849;Undirected;1
391;343;Undirected;1
233;293;Undirected;1
352;328;Undirected;1
888;432;Undirected;1
696;631;Undirected;1
963;981;Undirected;1
759;790;Undirected;1
752;734;Undirected;1
853;660;Undirected;1
750;796;Undirected;1
576;272;Undirected;1
945;389;Undirected;1
730;775;Undirected;1
328;228;Undirected;1
634;867;Undirected;1
167;165;Undirected;1
473;569;Undirected;1
574;26;Undirected;1
702;96;Undirected;1
799;352;Undirected;1
833;809;Undirected;1
277;786;Undirected;1
407;443;Undirected;1
905;908;Undirected;1
319;325;Undirected;1
106;163;Undirected;1
956;906;Undirected;1
832;809;Undirected;1
191;684;Undirected;1
370;682;Undirected;1
504;314;Undirected;1
387;542;Undirected;1
996;980;Undirected;1
742;16;Undirected;1
397;977;Undirected;1
828;13;Undirected;1
552;181;Undirected;1
217;289;Undirected;1
250;298;Undirected;1
406;337;Undirected;1
930;971;Undirected;1
416;272;Undirected;1
824;233;Undirected;1
756;381;Undirected;1
24;90;Undirected;1
133;179;Undirected;1
900;865;Undirected;1
858;819;Undirected;1
392;205;Undirected;1
439;364;Undirected;1
292;258;Undirected;1
586;570;Undirected;1
809;756;Undirected;1
697;948;Undirected;1
190;228;Undirected;1
575;682;Undirected;1
162;959;Undirected;1
160;135;Undirected;1
819;369;Undirected;1
422;488;Undirected;1
288;43;Undirected;1
551;566;Undirected;1
671;130;Undirected;1
514;378;Undirected;1
994;946;Undirected;1
853;719;Undirected;1
677;637;Undirected;1
83;143;Undirected;1
418;473;Undirected;1
318;379;Undirected;1
113;690;Undirected;1
778;698;Undirected;1
214;475;Undirected;1
595;608;Undirected;1
801;287;Undirected;1
232;239;Undirected;1
596;21;Undirected;1
80;10;Undirected;1
768;402;Undirected;1
351;380;Undirected;1
572;81;Undirected;1
766;854;Undirected;1
506;73;Undirected;1
25;309;Undirected;1
529;935;Undirected;1
18;929;Undirected;1
16;72;Undirected;1
22;843;Undirected;1
80;66;Undirected;1
182;506;Undirected;1
513;537;Undirected;1
707;449;Undirected;1
345;76;Undirected;1
625;632;Undirected;1
441;608;Undirected;1
942;594;Undirected;1
422;816;Undirected;1
143;492;Undirected;1
108;7;Undirected;1
802;859;Undirected;1
1000;931;Undirected;1
835;171;Undirected;1
663;860;Undirected;1
827;527;Undirected;1
405;479;Undirected;1
958;15;Undirected;1
269;219;Undirected;1
129;105;Undirected;1
471;415;Undirected;1
348;310;Undirected;1
913;931;Undirected;1
235;353;Undirected;1
253;801;Undirected;1
711;133;Undirected;1
460;567;Undirected;1
939;964;Undirected;1
991;932;Undirected;1
87;470;Undirected;1
807;876;Undirected;1
521;496;Undirected;1
850;643;Undirected;1
770;738;Undirected;1
40;14;Undirected;1
860;740;Undirected;1
149;964;Undirected;1
383;367;Undirected;1
507;70;Undirected;1
805;705;Undirected;1
404;441;Undirected;1
213;204;Undirected;1
447;311;Undirected;1
966;939;Undirected;1
230;956;Undirected;1
117;146;Undirected;1
837;445;Undirected;1
344;677;Undirected;1
966;9;Undirected;1
621;618;Undirected;1
926;905;Undirected;1
910;381;Undirected;1
475;953;Undirected;1
866;807;Undirected;1
987;960;Undirected;1
3;721;Undirected;1
740;744;Undirected;1
719;748;Undirected;1
766;93;Undirected;1
867;158;Undirected;1
527;130;Undirected;1
591;353;Undirected;1
787;604;Undirected;1
407;379;Undirected;1
850;297;Undirected;1
421;683;Undirected;1
581;574;Undirected;1
348;811;Undirected;1
628;632;Undirected;1
462;448;Undirected;1
201;719;Undirected;1
499;998;Undirected;1
129;40;Undirected;1
590;566;Undirected;1
251;882;Undirected;1
851;844;Undirected;1
288;745;Undirected;1
296;739;Undirected;1
402;865;Undirected;1
549;511;Undirected;1
581;682;Undirected;1
30;777;Undirected;1
500;914;Undirected;1
387;229;Undirected;1
603;408;Undirected;1
380;755;Undirected;1
179;197;Undirected;1
307;329;Undirected;1
837;968;Undirected;1
2;633;Undirected;1
785;534;Undirected;1
575;750;Undirected;1
661;728;Undirected;1
705;750;Undirected;1
926;754;Undirected;1
545;89;Undirected;1
701;60;Undirected;1
206;229;Undirected;1
315;170;Undirected;1
902;862;Undirected;1
873;700;Undirected;1
925;922;Undirected;1
405;448;Undirected;1
163;615;Undirected;1
853;882;Undirected;1
309;918;Undirected;1
939;977;Undirected;1
683;177;Undirected;1
839;281;Undirected;1
205;569;Undirected;1
944;516;Undirected;1
242;980;Undirected;1
686;677;Undirected;1
754;466;Undirected;1
807;839;Undirected;1
990;768;Undirected;1
479;231;Undirected;1
273;701;Undirected;1
696;626;Undirected;1
664;280;Undirected;1
924;966;Undirected;1
510;507;Undirected;1
715;784;Undirected;1
462;419;Undirected;1
811;758;Undirected;1
68;443;Undirected;1
686;898;Undirected;1
398;318;Undirected;1
904;383;Undirected;1
836;426;Undirected;1
633;835;Undirected;1
834;370;Undirected;1
850;335;Undirected;1
512;652;Undirected;1
908;381;Undirected;1
899;299;Undirected;1
821;878;Undirected;1
319;222;Undirected;1
205;39;Undirected;1
353;309;Undirected;1
703;764;Undirected;1
540;181;Undirected;1
746;854;Undirected;1
616;621;Undirected;1
860;1000;Undirected;1
956;164;Undirected;1
619;674;Undirected;1
898;783;Undirected;1
224;291;Undirected;1
942;184;Undirected;1
673;619;Undirected;1
420;375;Undirected;1
551;545;Undirected;1
410;796;Undirected;1
36;957;Undirected;1
397;358;Undirected;1
208;926;Undirected;1
667;698;Undirected;1
979;993;Undirected;1
388;436;Undirected;1
899;848;Undirected;1
868;844;Undirected;1
690;90;Undirected;1
465;223;Undirected;1
511;594;Undirected;1
423;587;Undirected;1
493;537;Undirected;1
578;577;Undirected;1
350;416;Undirected;1
7;26;Undirected;1
653;615;Undirected;1
740;719;Undirected;1
582;674;Undirected;1
152;144;Undirected;1
282;237;Undirected;1
753;714;Undirected;1
483;919;Undirected;1
718;791;Undirected;1
529;147;Undirected;1
473;386;Undirected;1
677;694;Undirected;1
577;776;Undirected;1
132;193;Undirected;1
795;737;Undirected;1
540;284;Undirected;1
341;650;Undirected;1
50;29;Undirected;1
40;235;Undirected;1
